TrainingID,EmployeeID,TrainingCourse,TrainingProvider,TrainingDate,Result
TRN000382,EMP000163,Data Analytics,Microsoft,2023-01-26,In Progress
TRN000383,EMP000163,Compliance Training,Deloitte,2020-11-22,Completed
TRN000384,EMP000163,Data Analytics,Udemy,2024-09-18,Completed
TRN000385,EMP000164,Quality Management,Coursera,2025-11-11,Failed
TRN000386,EMP000164,Lean Manufacturing,KPMG,2022-10-15,In Progress
TRN000387,EMP000167,Project Management,Udemy,2020-09-17,Completed
TRN000388,EMP000167,Customer Service,Microsoft,2020-10-25,Completed
TRN000389,EMP000167,Customer Service,Deloitte,2023-01-22,Completed
TRN000390,EMP000167,Health and Safety,KPMG,2021-08-08,Failed
TRN000391,EMP000167,Compliance Training,Udemy,2021-03-09,Failed
TRN000392,EMP000168,Lean Manufacturing,Microsoft,2019-11-08,Completed
TRN000393,EMP000168,Cyber Security,Deloitte,2024-09-27,Completed
TRN000394,EMP000168,Health and Safety,Deloitte,2023-03-14,Failed
TRN000395,EMP000169,Compliance Training,Deloitte,2021-11-17,Completed
TRN000396,EMP000169,Data Analytics,Udemy,2020-10-09,Completed
TRN000397,EMP000170,Quality Management,Deloitte,2025-10-22,Completed
TRN000398,EMP000170,Project Management,Geoflex Academy,2025-08-28,Failed
TRN000399,EMP000170,Risk Management,KPMG,2020-10-02,Completed
TRN000400,EMP000171,Cybersecurity Awareness,Geoflex Academy,2021-03-24,In Progress
TRN000401,EMP000171,Project Management,KPMG,2019-09-12,In Progress
TRN000402,EMP000171,Cybersecurity Awareness,Microsoft,2023-06-14,Failed
TRN000403,EMP000171,Customer Service,Geoflex Academy,2025-07-07,Completed
TRN000404,EMP000171,Health and Safety,Coursera,2023-03-11,Completed
TRN000405,EMP000172,Cybersecurity Awareness,Coursera,2024-07-22,Failed
TRN000406,EMP000173,Data Analytics,Geoflex Academy,2021-09-11,Failed
TRN000407,EMP000173,Quality Management,Microsoft,2019-12-05,Completed
TRN000408,EMP000173,Risk Management,Coursera,2022-04-25,Completed
TRN000409,EMP000174,Compliance Training,Udemy,2022-04-24,Completed
TRN000410,EMP000174,Project Management,Deloitte,2021-06-10,Completed
TRN000411,EMP000174,Cybersecurity Awareness,Geoflex Academy,2021-10-17,Completed
TRN000412,EMP000174,Lean Manufacturing,Udemy,2022-10-20,Failed
TRN000413,EMP000174,Project Management,Coursera,2022-11-09,Completed
TRN000414,EMP000175,Lean Manufacturing,Udemy,2024-01-14,Failed
TRN000415,EMP000175,Cybersecurity Awareness,Geoflex Academy,2022-12-22,Completed
TRN000416,EMP000175,Health and Safety,Geoflex Academy,2023-01-18,In Progress
TRN000417,EMP000175,Customer Service,Coursera,2021-09-01,Completed
TRN000418,EMP000175,Customer Service,Geoflex Academy,2023-01-27,Completed
TRN000419,EMP000178,Risk Management,Udemy,2020-07-05,Completed
TRN000420,EMP000179,Customer Service,Geoflex Academy,2020-10-23,Failed
TRN000421,EMP000180,Project Management,Geoflex Academy,2019-03-01,Failed
TRN000422,EMP000180,Cybersecurity Awareness,Geoflex Academy,2022-04-20,Completed
TRN000423,EMP000180,Project Management,Udemy,2021-03-26,Completed
TRN000424,EMP000181,Cybersecurity Awareness,Deloitte,2023-03-06,Completed
TRN000425,EMP000181,Health and Safety,Geoflex Academy,2023-09-21,Completed
TRN000426,EMP000181,Project Management,Geoflex Academy,2020-02-02,Completed
TRN000427,EMP000181,Quality Management,Udemy,2021-07-07,In Progress
TRN000428,EMP000181,Cybersecurity Awareness,Coursera,2021-06-10,Failed
TRN000429,EMP000182,Lean Manufacturing,Deloitte,2024-12-26,Failed
TRN000430,EMP000182,Leadership Development,Geoflex Academy,2024-06-27,Completed
TRN000431,EMP000182,Lean Manufacturing,Udemy,2025-02-05,Completed
TRN000432,EMP000183,Customer Service,KPMG,2023-05-24,Completed
TRN000433,EMP000183,Quality Management,Geoflex Academy,2020-04-06,Completed
TRN000434,EMP000183,Customer Service,Udemy,2022-10-18,In Progress
TRN000435,EMP000183,Compliance Training,Geoflex Academy,2025-04-09,Completed
TRN000436,EMP000184,LEAN manufacturing,Microsoft,2025-09-18,Failed
TRN000437,EMP000186,Leadership Development,KPMG,2021-08-24,In Progress
TRN000438,EMP000186,Quality Management,Microsoft,2024-08-15,Completed
TRN000439,EMP000186,Leadership Development,Geoflex Academy,2022-02-14,In Progress
TRN000440,EMP000189,Lean Manufacturing,Deloitte,2023-07-07,In Progress
TRN000441,EMP000189,Customer Service,Udemy,2019-05-09,In Progress
TRN000442,EMP000189,Quality Management,Udemy,2025-05-17,Completed
TRN000443,EMP000190,Quality Management,Udemy,2019-10-06,Completed
TRN000444,EMP000190,Health and Safety,Coursera,2024-08-06,Completed
TRN000445,EMP000190,Leadership Development,KPMG,2023-02-28,In Progress
TRN000446,EMP000190,Data Analytics,Microsoft,2024-02-20,Failed
TRN000447,EMP000191,Compliance Training,Coursera,2022-02-19,Completed
TRN000448,EMP000191,Lean Manufacturing,Deloitte,2024-05-08,Failed
TRN000449,EMP000191,Project Management,Deloitte,2019-05-02,Completed
TRN000450,EMP000191,Risk Management,Deloitte,2020-10-17,Failed
TRN000451,EMP000192,Cybersecurity Awareness,Coursera,2021-02-24,Completed
TRN000452,EMP000192,Risk Management,,2019-04-06,Completed
TRN000453,EMP000192,Compliance Training,KPMG,2023-04-05,Completed
TRN000454,EMP000192,Risk Management,Udemy,2019-02-23,Completed
TRN000455,EMP000194,Quality Management,Deloitte,2021-05-20,Completed
TRN000456,EMP000194,Health and Safety,Geoflex Academy,2019-02-23,Completed
TRN000457,EMP000195,Project Management,KPMG,2025-11-04,Failed
TRN000458,EMP000195,Data Analytics,KPMG,2021-09-18,In Progress
TRN000459,EMP000195,Customer Service,Udemy,2022-08-18,Completed
TRN000460,EMP000196,Leadership Development,Udemy,2023-04-27,In Progress
TRN000461,EMP000196,Project Management,Deloitte,2023-04-22,Completed
TRN000462,EMP000197,Data Analytics,KPMG,2023-12-13,Failed
TRN000463,EMP000198,Project Management,Udemy,2022-02-01,Completed
TRN000464,EMP000198,Risk Management,Coursera,2021-10-07,Completed
TRN000465,EMP000199,Health and Safety,KPMG,2019-08-26,Failed
TRN000466,EMP000200,Risk Management,Microsoft,2020-06-12,Failed
TRN000467,EMP000200,Cybersecurity Awareness,Geoflex Academy,2025-08-02,Completed
TRN000468,EMP000200,Compliance Training,Deloitte,2021-03-02,Completed
TRN000469,EMP000200,Cybersecurity Awareness,Geoflex Academy,2020-12-25,In Progress
TRN000470,EMP000201,Leadership Development,Coursera,2019-02-24,Completed
TRN000471,EMP000201,Risk Management,Deloitte,2024-06-15,Failed
TRN000472,EMP000201,Health and Safety,Coursera,2020-05-09,Completed
TRN000473,EMP000203,Risk Management,Udemy,2023-04-21,Failed
TRN000474,EMP000203,Health and Safety,Geoflex Academy,2020-09-22,Completed
TRN000475,EMP000204,Project Management,Deloitte,2024-03-04,Completed
TRN000476,EMP000204,Health and Safety,Udemy,2020-02-25,Completed
TRN000477,EMP000204,Cybersecurity Awareness,Deloitte,2019-10-20,Failed
TRN000478,EMP000204,Health and Safety,Coursera,2025-11-14,Failed
TRN000479,EMP000204,Leadership Development,Coursera,2019-04-06,Failed
TRN000480,EMP000205,Project Management,Microsoft,2021-06-03,Completed
TRN000481,EMP000205,Cybersecurity Awareness,Udemy,2024-08-03,Completed
TRN000482,EMP000206,Lean Manufacturing,Microsoft,2023-10-08,In Progress
TRN000483,EMP000206,Customer Service,Geoflex Academy,2019-05-06,Failed
TRN000484,EMP000206,Project Management,Coursera,2022-08-04,Failed
TRN000485,EMP000206,Cybersecurity Awareness,KPMG,2025-02-04,Completed
TRN000486,EMP000206,Customer Service,,2024-02-02,Failed
TRN000487,EMP000208,Risk Management,Microsoft,2023-01-18,In Progress
TRN000488,EMP000210,Compliance Training,Udemy,2025-11-17,Failed
TRN000489,EMP000210,Data Analytics,Udemy,2025-03-26,Completed
TRN000490,EMP000211,Cybersecurity Awareness,Geoflex Academy,2020-11-22,Completed
TRN000491,EMP000211,Customer Service,KPMG,2019-10-15,Completed
TRN000492,EMP000212,Compliance Training,Coursera,2021-03-24,In Progress
TRN000493,EMP000212,Data Analytics,Microsoft,2019-06-19,Completed
TRN000494,EMP000213,Risk Management,Udemy,2019-08-12,Completed
TRN000495,EMP000213,Project Management,Coursera,2022-10-19,Failed
TRN000496,EMP000213,Risk Management,Coursera,2023-12-05,Completed
TRN000497,EMP000214,Quality Management,KPMG,2025-04-01,Completed
TRN000498,EMP000214,Data Analytics,Deloitte,2025-09-09,Completed
TRN000499,EMP000214,Leadership Development,Udemy,2024-11-26,Completed
TRN000500,EMP000214,Project Management,KPMG,2025-07-21,In Progress
TRN000501,EMP000214,Cybersecurity Awareness,,2021-08-11,Failed
TRN000502,EMP000215,Compliance Training,Udemy,2022-07-23,Completed
TRN000503,EMP000215,Health and Safety,,2019-05-28,Completed
TRN000504,EMP000216,Quality Management,Geoflex Academy,2023-01-11,Completed
TRN000505,EMP000216,Leadership Development,Deloitte,2023-04-01,In Progress
TRN000506,EMP000216,Lean Manufacturing,Deloitte,2021-02-02,Completed
TRN000507,EMP000217,Quality Management,Microsoft,2024-09-13,Failed
TRN000508,EMP000217,Customer Service,KPMG,2020-01-25,Completed
TRN000509,EMP000218,Leadership Development,Microsoft,2020-12-09,Completed
TRN000510,EMP000218,Health and Safety,Coursera,2024-05-13,Completed
TRN000511,EMP000218,Lean Manufacturing,Deloitte,2023-08-15,Completed
TRN000512,EMP000218,Cybersecurity Awareness,Udemy,2023-05-20,Completed
TRN000513,EMP000219,Health and Safety,Geoflex Academy,2019-11-07,In Progress
TRN000514,EMP000219,Compliance Training,KPMG,2020-12-26,In Progress
TRN000515,EMP000220,Quality Management,Deloitte,2021-08-16,Completed
TRN000516,EMP000220,Compliance Training,KPMG,2022-07-23,Completed
TRN000517,EMP000220,Customer Service,Microsoft,2024-10-26,Completed
TRN000518,EMP000220,Cybersecurity Awareness,Microsoft,2022-12-20,Completed
TRN000519,EMP000220,Risk Management,Geoflex Academy,2025-06-14,Completed
TRN000520,EMP000221,Data Analytics,Microsoft,2020-06-11,Completed
TRN000521,EMP000221,Project Management,KPMG,2022-08-02,Completed
TRN000522,EMP000221,Risk Management,Microsoft,2025-02-02,Completed
TRN000523,EMP000222,Compliance Training,Geoflex Academy,2024-03-10,Completed
TRN000524,EMP000222,Customer Service,Geoflex Academy,2022-04-22,Completed
TRN000525,EMP000222,Quality Management,KPMG,2022-06-26,Failed
TRN000526,EMP000223,Health and Safety,Deloitte,2020-10-25,Completed
TRN000527,EMP000223,Cybersecurity Awareness,Coursera,2022-01-15,Completed
TRN000528,EMP000223,Leadership Development,Udemy,2022-07-23,Completed
TRN000529,EMP000224,Leadership Development,Coursera,2019-05-11,Completed
TRN000530,EMP000224,Health and Safety,Geoflex Academy,2019-05-10,Failed
TRN000531,EMP000225,Quality Management,Microsoft,2021-02-05,Completed
TRN000532,EMP000225,Leadership Development,KPMG,2019-09-02,Completed
TRN000533,EMP000225,Lean Manufacturing,Udemy,2020-02-13,In Progress
TRN000534,EMP000225,Quality Management,Geoflex Academy,2025-05-18,Completed
TRN000535,EMP000225,Leadership Development,KPMG,2024-03-02,Completed
TRN000536,EMP000226,Compliance Training,Geoflex Academy,2023-07-26,Failed
TRN000537,EMP000226,Cybersecurity Awareness,Udemy,2025-06-11,In Progress
TRN000538,EMP000226,Customer Service,Udemy,2025-09-09,Failed
TRN000539,EMP000226,Health and Safety,Coursera,2021-01-22,Completed
TRN000540,EMP000227,Health and Safety,Deloitte,2022-01-18,In Progress
TRN000541,EMP000227,Customer Service,Geoflex Academy,2021-09-05,Completed
TRN000542,EMP000227,Risk Management,Deloitte,2021-12-16,Completed
TRN000543,EMP000227,Leadership Development,Geoflex Academy,2024-03-21,Failed
TRN000544,EMP000228,Customer Service,Udemy,2024-03-15,In Progress
TRN000545,EMP000229,Health and Safety,Microsoft,2019-05-10,Failed
TRN000546,EMP000229,Leadership Development,Udemy,2021-01-27,Completed
TRN000547,EMP000229,Quality Management,KPMG,2020-10-08,Completed
TRN000548,EMP000230,Lean Manufacturing,Geoflex Academy,2021-05-07,In Progress
TRN000549,EMP000230,Customer Service,Udemy,2019-09-16,Failed
TRN000550,EMP000230,Data Analytics,Deloitte,2021-06-05,Completed
TRN000551,EMP000232,Health and Safety,Udemy,2021-03-06,Failed
TRN000552,EMP000232,Data Analytics,Geoflex Academy,2021-10-02,Completed
TRN000553,EMP000232,Quality Management,Deloitte,2023-08-07,Completed
TRN000554,EMP000233,Lean Manufacturing,Microsoft,2023-05-04,In Progress
TRN000555,EMP000233,Health and Safety,Coursera,2019-10-04,Completed
TRN000556,EMP000233,Quality Management,Geoflex Academy,2025-07-13,Failed
TRN000557,EMP000233,Compliance Training,Deloitte,2020-01-24,In Progress
TRN000558,EMP000234,Customer Service,Udemy,2023-02-23,Failed
TRN000559,EMP000234,Customer Service,Coursera,2022-08-27,Completed
TRN000560,EMP000234,Cybersecurity Awareness,Deloitte,2019-02-18,Completed
TRN000561,EMP000235,Data Analytics,KPMG,2022-06-15,Failed
TRN000562,EMP000236,Risk Management,Udemy,2020-08-24,In Progress
TRN000563,EMP000237,Lean Manufacturing,Udemy,2020-04-17,Completed
TRN000564,EMP000237,Data Analytics,Geoflex Academy,2022-05-11,In Progress
TRN000565,EMP000237,Lean Manufacturing,KPMG,2019-09-12,Completed
TRN000566,EMP000239,Quality Management,Deloitte,2022-01-02,Completed
TRN000567,EMP000239,Compliance Training,Coursera,2025-12-10,Completed
TRN000568,EMP000239,Project Management,Udemy,2025-08-05,Failed
TRN000569,EMP000239,Risk Management,Coursera,2019-01-22,Completed
TRN000570,EMP000240,Customer Service,Microsoft,2019-12-02,Completed
TRN000571,EMP000241,Compliance Training,KPMG,2024-08-10,In Progress
TRN000572,EMP000242,Risk Management,KPMG,2020-11-11,Completed
TRN000573,EMP000242,Lean Manufacturing,KPMG,2022-06-10,In Progress
TRN000574,EMP000243,Lean Manufacturing,Microsoft,2020-06-28,Completed
TRN000575,EMP000243,Leadership Development,Udemy,2024-11-27,Completed
TRN000576,EMP000243,Risk Management,KPMG,2022-07-06,Completed
TRN000577,EMP000243,Data Analytics,Udemy,2021-09-27,Failed
TRN000578,EMP000244,Data Analytics,,2024-05-10,Completed
TRN000579,EMP000246,Customer Service,Udemy,2021-11-07,Failed
TRN000580,EMP000246,Project Management,Deloitte,2021-02-02,Completed
TRN000581,EMP000246,Compliance Training,Coursera,2019-04-19,In Progress
TRN000582,EMP000246,Risk Management,Deloitte,2020-06-20,Completed
TRN000583,EMP000246,Risk Management,KPMG,2022-10-24,Completed
TRN000584,EMP000247,Project Management,Microsoft,2025-05-15,Failed
TRN000585,EMP000247,Risk Management,Geoflex Academy,2019-10-16,Completed
TRN000586,EMP000247,Customer Service,Coursera,2023-09-26,Completed
TRN000587,EMP000247,Quality Management,Geoflex Academy,2021-01-27,Completed
TRN000588,EMP000248,Health and Safety,Udemy,2025-02-07,Completed
TRN000589,EMP000248,Risk Management,Deloitte,2023-12-06,Completed
TRN000590,EMP000248,Lean Manufacturing,Deloitte,2019-10-28,In Progress
TRN000591,EMP000249,Customer Service,Microsoft,2021-11-26,Completed
TRN000592,EMP000249,Quality Management,Deloitte,2024-06-06,In Progress
TRN000593,EMP000249,Project Management,Coursera,2021-03-18,Completed
TRN000594,EMP000249,Project Management,KPMG,2022-07-17,In Progress
TRN000595,EMP000251,Lean Manufacturing,Coursera,2021-07-11,Completed
TRN000596,EMP000252,Compliance Training,Microsoft,2022-06-05,Completed
TRN000597,EMP000252,Health and Safety,KPMG,2024-02-21,Completed
TRN000598,EMP000252,Health and Safety,,2022-06-28,Completed
TRN000599,EMP000252,Lean Manufacturing,Deloitte,2025-03-25,Completed
TRN000600,EMP000253,Data Analytics,Udemy,2025-01-24,Failed
TRN000601,EMP000255,Compliance Training,KPMG,2025-11-04,Failed
TRN000602,EMP000255,Customer Service,Udemy,2019-05-23,Failed
TRN000603,EMP000255,Project Management,Coursera,2021-05-15,Completed
TRN000604,EMP000256,Project Management,Deloitte,2019-02-23,Completed
TRN000605,EMP000256,Risk Management,Microsoft,2025-11-11,Completed
TRN000606,EMP000256,Project Management,Udemy,2020-09-14,Completed
TRN000607,EMP000256,Customer Service,Coursera,2019-08-28,Completed
TRN000608,EMP000257,PM,Microsoft,2020-11-14,Completed
TRN000609,EMP000257,Data Analytics,Microsoft,2025-12-17,Completed
TRN000610,EMP000257,Cybersecurity Awareness,Udemy,2025-04-20,Completed
TRN000611,EMP000257,Leadership Development,Coursera,2019-10-05,Completed
TRN000612,EMP000257,Cybersecurity Awareness,Coursera,2023-04-14,Completed
TRN000613,EMP000260,Leadership Development,Deloitte,2020-07-18,Failed
TRN000614,EMP000260,Cybersecurity Awareness,Udemy,2024-04-16,In Progress
TRN000615,EMP000261,Compliance Training,KPMG,2019-01-06,Completed
TRN000616,EMP000262,Leadership Development,Deloitte,2025-10-07,Completed
TRN000617,EMP000262,Risk Management,Geoflex Academy,2023-07-02,Failed
TRN000618,EMP000262,Quality Management,Udemy,2022-09-21,Completed
TRN000619,EMP000263,Lean Manufacturing,KPMG,2023-04-06,In Progress
TRN000620,EMP000263,Project Management,Microsoft,2019-01-18,In Progress
TRN000621,EMP000263,Lean Manufacturing,Deloitte,2023-06-05,Completed
TRN000622,EMP000263,Cybersecurity Awareness,Udemy,2024-12-09,Completed
TRN000623,EMP000264,Data Analytics,Geoflex Academy,2019-07-04,In Progress
TRN000624,EMP000264,Quality Management,KPMG,2023-06-08,Completed
TRN000625,EMP000265,Lean Manufacturing,Microsoft,2022-09-09,In Progress
TRN000626,EMP000265,Leadership Development,Deloitte,2022-11-18,Completed
TRN000627,EMP000265,Cybersecurity Awareness,Deloitte,2024-03-11,Failed
TRN000628,EMP000265,Lean Manufacturing,Udemy,2021-06-25,Completed
TRN000629,EMP000267,Leadership Development,Deloitte,2024-02-18,Completed
TRN000630,EMP000267,Quality Management,Deloitte,2024-08-17,Completed
TRN000631,EMP000269,Risk Management,Coursera,2021-04-20,Completed
TRN000632,EMP000269,Compliance Training,Udemy,2022-01-10,In Progress
TRN000633,EMP000269,Compliance Training,Udemy,2024-03-23,Failed
TRN000634,EMP000269,Project Management,Deloitte,2020-03-18,In Progress
TRN000635,EMP000269,Lean Manufacturing,Microsoft,2024-10-03,Failed
TRN000636,EMP000270,Risk Management,Coursera,2021-04-27,Completed
TRN000637,EMP000271,Data Analytics,KPMG,2019-09-18,In Progress
TRN000638,EMP000271,Customer Service,KPMG,2024-04-11,In Progress
TRN000639,EMP000272,Customer Service,Microsoft,2024-11-14,Completed
TRN000640,EMP000272,Compliance Training,KPMG,2020-08-13,Completed
TRN000641,EMP000272,Health and Safety,Coursera,2019-08-05,Completed
TRN000642,EMP000272,Data analytics,Udemy,2021-03-06,Completed
TRN000643,EMP000272,Leadership Development,Microsoft,2021-12-11,Completed
TRN000644,EMP000273,Cybersecurity Awareness,Deloitte,2022-07-06,Failed
TRN000645,EMP000273,Project Management,Udemy,2025-08-14,Completed
TRN000646,EMP000273,Compliance Training,Geoflex Academy,2021-09-17,In Progress
