LeaveID,EmployeeID,LeaveType,StartDate,EndDate,DurationDays,ApprovalStatus
LEV000352,EMP000173,Sick Leave,2022-07-06,2022-07-25,19,Approved
LEV000353,EMP000175,Paternity Leave,2020-04-02,2020-04-24,22,Approved
LEV000354,EMP000176,Annual Leave,2023-09-12,2023-10-04,22,Pending
LEV000355,EMP000177,Maternity Leave,2022-12-21,2023-01-15,25,Approved
LEV000356,EMP000177,Paternity Leave,2019-01-04,2019-01-20,16,Approved
LEV000357,EMP000179,Compassionate Leave,2019-10-18,2019-10-26,8,Approved
LEV000358,EMP000180,Sick Leave,2019-07-09,2019-08-08,30,Approved
LEV000359,EMP000180,Compassionate Leave,2025-12-28,2026-01-02,5,Approved
LEV000360,EMP000180,Compassionate Leave,2021-09-02,2021-09-12,10,Pending
LEV000361,EMP000181,Annual Leave,2025-05-19,2025-06-14,26,Pending
LEV000362,EMP000182,Maternity Leave,2021-08-24,2021-09-20,27,Approved
LEV000363,EMP000182,Sick Leave,2025-05-12,2025-06-06,25,Approved
LEV000364,EMP000182,Maternity Leave,2024-03-31,2024-04-08,8,Approved
LEV000365,EMP000182,Annual Leave,2023-05-17,2023-05-21,4,Pending
LEV000366,EMP000183,Annual Leave,2020-03-27,2020-04-14,18,Pending
LEV000367,EMP000183,Paternity Leave,2023-09-23,2023-10-18,25,Approved
LEV000368,EMP000184,Study Leave,2025-04-21,2025-04-26,5,Approved
LEV000369,EMP000184,Study Leave,2020-07-18,2020-07-19,1,Rejected
LEV000370,EMP000184,Compassionate Leave,2023-08-03,2023-08-24,21,Approved
LEV000371,EMP000184,annual leave,2022-01-22,2022-02-10,19,Rejected
LEV000372,EMP000185,Compassionate Leave,2019-01-23,2019-02-14,22,Pending
LEV000373,EMP000185,Study Leave,2021-12-07,2021-12-11,4,Pending
LEV000374,EMP000185,Sick Leave,2023-12-12,2024-01-04,23,Approved
LEV000375,EMP000185,Paternity Leave,2023-09-18,2023-10-05,17,Approved
LEV000376,EMP000186,Sick Leave,2024-10-24,2024-10-31,7,Approved
LEV000377,EMP000186,Study Leave,2019-01-20,2019-02-01,12,Pending
LEV000378,EMP000187,Study Leave,2023-02-14,2023-03-08,22,Approved
LEV000379,EMP000187,Paternity Leave,2022-04-27,2022-05-04,7,Approved
LEV000380,EMP000188,Compassionate Leave,2025-02-15,2025-02-20,5,Pending
LEV000381,EMP000189,Paternity Leave,2019-11-14,2019-12-06,22,Approved
LEV000382,EMP000189,Compassionate Leave,2020-07-17,2020-08-05,19,Approved
LEV000383,EMP000189,Annual Leave,2019-10-21,2019-11-04,14,Rejected
LEV000384,EMP000190,Study Leave,2019-06-24,2019-07-05,11,Rejected
LEV000385,EMP000191,Maternity Leave,2024-06-15,2024-06-24,9,Rejected
LEV000386,EMP000191,,2020-05-07,2020-05-11,4,Approved
LEV000387,EMP000191,Compassionate Leave,2023-09-22,2023-09-26,4,Pending
LEV000388,EMP000192,Sick Leave,2021-11-09,2021-11-25,16,Approved
LEV000389,EMP000192,Annual Leave,2023-07-02,2023-07-06,4,Rejected
LEV000390,EMP000192,Annual Leave,2022-04-28,2022-04-29,1,Approved
LEV000391,EMP000193,Maternity Leave,2022-09-08,2022-10-08,30,Pending
LEV000392,EMP000193,Annual Leave,2022-12-13,2022-12-29,16,Approved
LEV000393,EMP000194,Maternity Leave,2023-11-26,2023-12-16,20,Rejected
LEV000394,EMP000194,Paternity Leave,2024-12-15,2025-01-08,24,Approved
LEV000395,EMP000194,Paternity Leave,2023-06-24,2023-07-06,12,Approved
LEV000396,EMP000195,Paternity Leave,2022-02-28,2022-03-09,9,Approved
LEV000397,EMP000195,Sick Leave,2021-10-01,2021-10-02,1,Pending
LEV000398,EMP000195,Sick Leave,2021-04-29,2021-05-22,23,Rejected
LEV000399,EMP000196,Compassionate Leave,2022-12-13,2023-01-02,20,Approved
LEV000400,EMP000196,Maternity Leave,2025-08-05,2025-08-18,13,Approved
LEV000401,EMP000196,Sick Leave,2020-08-21,2020-09-07,17,Rejected
LEV000402,EMP000197,Sick Leave,2022-09-29,2022-10-05,6,Rejected
LEV000403,EMP000197,Annual Leave,2020-04-10,2020-04-17,7,Approved
LEV000404,EMP000198,Annual Leave,2024-01-05,2024-01-29,24,Rejected
LEV000405,EMP000198,Study Leave,2021-08-20,2021-08-23,3,Pending
LEV000406,EMP000198,Compassionate Leave,2019-04-24,2019-05-21,27,Approved
LEV000407,EMP000200,Sick Leave,2024-08-19,2024-08-27,8,Pending
LEV000408,EMP000200,Annual Leave,2024-08-12,2024-09-06,25,Rejected
LEV000409,EMP000200,Sick Leave,2023-06-01,2023-06-03,2,Approved
LEV000410,EMP000200,Paternity Leave,2021-12-03,2021-12-08,5,Approved
LEV000411,EMP000202,Sick Leave,2019-09-06,2019-09-14,8,Approved
LEV000412,EMP000202,Study Leave,2023-03-12,2023-04-04,23,Approved
LEV000413,EMP000202,Compassionate Leave,2021-02-17,2021-03-05,16,Approved
LEV000414,EMP000203,Sick Leave,2019-08-29,2019-09-25,27,Approved
LEV000415,EMP000203,,2021-03-14,2021-03-27,13,Approved
LEV000416,EMP000203,Maternity Leave,2025-10-13,2025-10-24,11,Rejected
LEV000417,EMP000204,Sick Leave,2020-02-26,2020-03-12,15,Approved
LEV000418,EMP000204,Study Leave,2022-12-13,2023-01-09,27,Approved
LEV000419,EMP000204,Sick Leave,2024-08-08,2024-08-14,6,Approved
LEV000420,EMP000205,Sick Leave,2021-06-18,2021-06-25,7,Approved
LEV000421,EMP000205,Compassionate Leave,2020-03-15,2020-04-02,18,Rejected
LEV000422,EMP000206,Vacation,2024-03-18,2024-04-08,21,Pending
LEV000423,EMP000206,Paternity Leave,2022-11-17,2022-11-20,3,Approved
LEV000424,EMP000206,Sick Leave,2021-05-11,2021-05-20,9,Approved
LEV000425,EMP000207,Paternity Leave,2022-04-29,2022-05-06,7,Approved
LEV000426,EMP000208,Sick Leave,2023-11-11,2023-11-13,2,Approved
LEV000427,EMP000208,Annual Leave,2025-08-15,2025-09-10,26,Rejected
LEV000428,EMP000208,Maternity Leave,2023-09-13,2023-09-18,5,Approved
LEV000429,EMP000208,Sick Leave,2022-02-11,2022-02-12,1,Approved
LEV000430,EMP000209,Compassionate Leave,2019-06-17,2019-07-11,24,Approved
LEV000431,EMP000211,Study Leave,2021-05-03,2021-06-01,29,Approved
LEV000432,EMP000212,Paternity Leave,2021-05-11,2021-05-12,1,Approved
LEV000433,EMP000212,Compassionate Leave,2019-10-20,2019-11-08,19,Rejected
LEV000434,EMP000212,Paternity Leave,2020-11-24,2020-11-30,6,Approved
LEV000435,EMP000213,Compassionate Leave,2021-05-03,2021-06-02,30,Rejected
LEV000436,EMP000213,Paternity Leave,2024-10-02,2024-10-13,11,Rejected
LEV000437,EMP000213,Annual Leave,2019-11-08,2019-12-08,30,Approved
LEV000438,EMP000215,Sick Leave,2023-07-15,2023-08-05,21,Approved
LEV000439,EMP000215,Study Leave,2019-04-18,2019-04-20,2,Approved
LEV000440,EMP000215,Paternity Leave,2025-04-01,2025-04-27,26,Rejected
LEV000441,EMP000215,Compassionate Leave,2023-12-15,2023-12-29,14,Pending
LEV000442,EMP000216,Paternity Leave,2019-03-26,2019-04-12,17,Pending
LEV000443,EMP000216,Sick Leave,2020-06-20,2020-07-12,22,Rejected
LEV000444,EMP000218,Paternity Leave,2022-01-11,2022-01-25,14,Rejected
LEV000445,EMP000219,Paternity Leave,2024-09-26,2024-10-16,20,Rejected
LEV000446,EMP000219,Annual Leave,2024-08-06,2024-08-31,25,Approved
LEV000447,EMP000219,Compassionate Leave,2020-10-12,2020-10-26,14,Approved
LEV000448,EMP000220,Maternity Leave,2019-01-08,2019-01-14,6,Approved
LEV000449,EMP000220,Maternity Leave,2022-01-02,2022-01-27,25,Rejected
LEV000450,EMP000220,Study Leave,2025-08-29,2025-09-22,24,Approved
LEV000451,EMP000220,Annual Leave,2020-10-14,2020-11-10,27,Pending
LEV000452,EMP000221,Study Leave,2025-08-02,2025-08-17,15,Rejected
LEV000453,EMP000221,Study Leave,2020-07-10,2020-07-11,1,Approved
LEV000454,EMP000221,Paternity Leave,2020-05-04,2020-06-01,28,Approved
LEV000455,EMP000222,Compassionate Leave,2019-05-02,2019-05-26,24,Pending
LEV000456,EMP000222,Annual Leave,2024-11-18,2024-11-27,9,Approved
LEV000457,EMP000222,Maternity Leave,2024-04-22,2024-04-26,4,Pending
LEV000458,EMP000222,Maternity Leave,2020-02-10,2020-03-07,26,Approved
LEV000459,EMP000223,Study Leave,2023-08-30,2023-09-22,23,Approved
LEV000460,EMP000223,Study Leave,2024-08-06,2024-08-26,20,Approved
LEV000461,EMP000224,Sick Leave,2019-11-16,2019-12-13,27,Approved
LEV000462,EMP000226,Maternity Leave,2021-03-25,2021-04-24,30,Pending
LEV000463,EMP000229,Paternity Leave,2021-10-07,2021-10-22,15,Approved
LEV000464,EMP000229,Study Leave,2022-04-06,2022-04-09,3,Approved
LEV000465,EMP000229,Sick Leave,2024-11-25,2024-12-08,13,Rejected
LEV000466,EMP000231,Annual Leave,2019-12-06,2019-12-31,25,Pending
LEV000467,EMP000233,Vacation,2023-02-07,2023-02-13,6,Approved
LEV000468,EMP000233,Compassionate Leave,2023-02-04,2023-02-12,8,Rejected
LEV000469,EMP000233,Paternity Leave,2023-03-11,2023-04-05,25,Rejected
LEV000470,EMP000234,Paternity Leave,2023-06-09,2023-07-01,22,Rejected
LEV000471,EMP000234,,2023-12-19,2024-01-12,24,Approved
LEV000472,EMP000235,Paternity Leave,2025-11-18,2025-11-20,2,Approved
LEV000473,EMP000235,Paternity Leave,2022-01-24,2022-01-27,3,Rejected
LEV000474,EMP000235,Maternity Leave,2023-10-02,2023-10-03,1,Approved
LEV000475,EMP000235,Sick Leave,2024-05-30,2024-06-19,20,Rejected
LEV000476,EMP000236,Paternity Leave,2025-04-23,2025-05-05,12,Approved
LEV000477,EMP000236,Paternity Leave,2024-02-22,2024-03-22,29,Rejected
LEV000478,EMP000237,Annual Leave,2024-08-02,2024-08-10,8,Approved
LEV000479,EMP000238,Sick Leave,2019-08-19,2019-09-12,24,Approved
LEV000480,EMP000238,Compassionate Leave,2025-07-21,2025-08-02,12,Rejected
LEV000481,EMP000239,Sick Leave,2020-05-15,2020-06-07,23,Approved
LEV000482,EMP000239,Sick Leave,2019-12-05,2019-12-11,6,Rejected
LEV000483,EMP000239,Paternity Leave,2023-07-23,2023-08-01,9,Approved
LEV000484,EMP000240,Sick Leave,2025-10-15,2025-10-29,14,Pending
LEV000485,EMP000240,,2020-11-04,2020-11-19,15,Approved
LEV000486,EMP000241,Maternity Leave,2022-10-19,2022-11-07,19,Approved
LEV000487,EMP000241,Sick Leave,2023-12-10,2024-01-08,29,Rejected
LEV000488,EMP000242,Paternity Leave,2019-03-25,2019-03-31,6,Pending
LEV000489,EMP000243,Study Leave,2023-01-22,2023-02-19,28,Pending
LEV000490,EMP000243,Paternity Leave,2019-11-27,2019-12-18,21,Pending
LEV000491,EMP000244,Paternity Leave,2019-07-25,2019-08-16,22,Pending
LEV000492,EMP000244,Maternity Leave,2019-05-07,2019-05-21,14,Approved
LEV000493,EMP000247,Paternity Leave,2023-10-07,2023-10-29,22,Approved
LEV000494,EMP000247,Annual Leave,2020-03-11,2020-03-28,17,Pending
LEV000495,EMP000247,Sick Leave,2025-02-06,2025-02-16,10,Approved
LEV000496,EMP000248,Study Leave,2020-12-05,2021-01-03,29,Approved
LEV000497,EMP000249,Annual Leave,2024-01-22,2024-02-08,17,Approved
LEV000498,EMP000251,Paternity Leave,2019-09-10,2019-09-15,5,Approved
LEV000499,EMP000253,,2021-04-29,2021-05-25,26,Rejected
LEV000500,EMP000255,Sick Leave,2023-10-24,2023-11-02,9,Approved
LEV000501,EMP000255,Sick Leave,2021-06-06,2021-06-16,10,Pending
LEV000502,EMP000256,Study Leave,2021-08-20,2021-09-07,18,Approved
LEV000503,EMP000256,Annual Leave,2025-12-29,2026-01-21,23,Rejected
LEV000504,EMP000256,Compassionate Leave,2023-06-03,2023-06-18,15,Approved
LEV000505,EMP000257,Sick Leave,2023-06-05,2023-06-19,14,Rejected
LEV000506,EMP000257,Paternity Leave,2022-02-15,2022-02-23,8,Approved
LEV000507,EMP000257,Compassionate Leave,2025-01-07,2025-01-29,22,Rejected
LEV000508,EMP000257,Study Leave,2023-03-09,2023-03-12,3,Pending
LEV000509,EMP000261,Study Leave,2023-11-29,2023-12-12,13,Rejected
LEV000510,EMP000261,Paternity Leave,2025-07-17,2025-08-03,17,Approved
LEV000511,EMP000262,Paternity Leave,2019-04-18,2019-04-24,6,Rejected
LEV000512,EMP000262,Annual Leave,2024-05-04,2024-05-09,5,Rejected
LEV000513,EMP000262,Paternity Leave,2024-09-03,2024-10-01,28,Approved
LEV000514,EMP000262,Maternity Leave,2025-11-14,2025-11-25,11,Approved
LEV000515,EMP000263,Study Leave,2024-08-27,2024-09-24,28,Approved
LEV000516,EMP000263,Compassionate Leave,2021-03-24,2021-04-16,23,Approved
LEV000517,EMP000263,Annual Leave,2025-12-09,2025-12-12,3,Approved
LEV000518,EMP000263,Compassionate Leave,2024-02-15,2024-02-19,4,Approved
LEV000519,EMP000264,Study Leave,2019-10-08,2019-10-31,23,Pending
LEV000520,EMP000266,Study Leave,2021-10-02,2021-10-28,26,Approved
LEV000521,EMP000266,Paternity Leave,2021-05-01,2021-05-21,20,Approved
LEV000522,EMP000266,Compassionate Leave,2019-11-06,2019-11-08,2,Rejected
LEV000523,EMP000268,Maternity Leave,2021-12-13,2021-12-22,9,Approved
LEV000524,EMP000268,Maternity Leave,2023-02-05,2023-03-05,28,Approved
LEV000525,EMP000268,Compassionate Leave,2021-08-08,2021-08-14,6,Pending
LEV000526,EMP000268,Sick Leave,2021-06-25,2021-07-23,28,Approved
LEV000527,EMP000270,Maternity Leave,2020-08-13,2020-09-12,30,Rejected
LEV000528,EMP000272,Study Leave,2021-03-13,2021-04-09,27,Approved
LEV000529,EMP000272,Study Leave,2023-01-10,2023-02-05,26,Approved
LEV000530,EMP000274,Maternity Leave,2019-09-05,2019-09-11,6,Approved
LEV000531,EMP000274,Annual Leave,2022-10-11,2022-10-28,17,Rejected
LEV000532,EMP000275,Maternity Leave,2023-12-23,2024-01-21,29,Approved
LEV000533,EMP000275,Study Leave,2025-03-21,2025-04-16,26,Approved
LEV000534,EMP000275,Compassionate Leave,2025-04-17,2025-04-21,4,Approved
LEV000535,EMP000278,Annual Leave,2021-07-30,2021-08-26,27,Approved
LEV000536,EMP000278,Study Leave,2024-07-29,2024-08-09,11,Approved
LEV000537,EMP000280,Study Leave,2024-10-09,2024-10-10,1,Approved
LEV000538,EMP000280,Paternity Leave,2019-12-04,2019-12-20,16,Approved
LEV000539,EMP000280,Compassionate Leave,2019-04-04,2019-04-07,3,Pending
LEV000540,EMP000280,Maternity Leave,2020-10-01,2020-10-30,29,Approved
LEV000541,EMP000283,Maternity Leave,2021-11-08,2021-11-24,16,Approved
LEV000542,EMP000283,Maternity Leave,2020-04-07,2020-04-20,13,Rejected
LEV000543,EMP000283,Study Leave,2019-12-21,2020-01-02,12,Approved
LEV000544,EMP000284,Annual Leave,2020-11-14,2020-12-06,22,Approved
LEV000545,EMP000284,Paternity Leave,2024-11-02,2024-11-12,10,Pending
LEV000546,EMP000284,Sick,2019-02-03,2019-02-24,21,Rejected
LEV000547,EMP000284,Study Leave,2022-01-10,2022-01-25,15,Approved
LEV000548,EMP000285,Paternity Leave,2022-10-19,2022-11-14,26,Approved
LEV000549,EMP000285,Study Leave,2024-10-07,2024-11-01,25,Approved
LEV000550,EMP000285,Compassionate Leave,2020-07-17,2020-07-29,12,Approved
LEV000551,EMP000285,Study Leave,2021-02-11,2021-02-21,10,Approved
LEV000552,EMP000287,Study Leave,2023-08-03,2023-08-04,1,Approved
LEV000553,EMP000287,Sick Leave,2019-04-27,2019-04-28,1,Approved
LEV000554,EMP000287,Annual Leave,2020-10-31,2020-11-02,2,Approved
LEV000555,EMP000288,Sick Leave,2020-02-08,2020-03-09,30,Rejected
LEV000556,EMP000290,Compassionate Leave,2025-04-13,2025-04-14,1,Approved
LEV000557,EMP000291,Paternity Leave,2025-04-20,2025-04-22,2,Approved
LEV000558,EMP000293,Maternity Leave,2020-01-27,2020-02-03,7,Pending
LEV000559,EMP000293,Compassionate Leave,2023-07-26,2023-08-11,16,Rejected
LEV000560,EMP000293,Sick Leave,2023-11-27,2023-12-20,23,Approved
LEV000561,EMP000294,Study Leave,2021-04-21,2021-05-16,25,Approved
LEV000562,EMP000294,Annual Leave,2025-04-11,2025-05-11,30,Approved
LEV000563,EMP000294,Study Leave,2021-07-28,2021-08-06,9,Approved
LEV000564,EMP000296,Sick Leave,2024-10-06,2024-10-18,12,Approved
LEV000565,EMP000296,Study Leave,2023-02-15,2023-03-13,26,Approved
LEV000566,EMP000297,Sick Leave,2022-05-25,2022-06-07,13,Approved
LEV000567,EMP000297,Sick Leave,2021-10-04,2021-10-30,26,Approved
LEV000568,EMP000297,Annual Leave,2022-07-14,2022-07-29,15,Approved
LEV000569,EMP000298,Paternity Leave,2025-03-20,2025-04-07,18,Approved
LEV000570,EMP000298,Paternity Leave,2024-11-29,2024-12-27,28,Approved
LEV000571,EMP000298,Compassionate Leave,2020-01-18,2020-02-17,30,Approved
LEV000572,EMP000299,Maternity Leave,2022-05-26,2022-06-03,8,Approved
LEV000573,EMP000299,Sick Leave,2025-06-04,2025-06-10,6,Pending
LEV000574,EMP000299,Maternity Leave,2025-08-13,2025-09-05,23,Pending
LEV000575,EMP000299,Paternity Leave,2019-12-09,2019-12-16,7,Pending
LEV000576,EMP000300,Compassionate Leave,2025-12-25,2026-01-16,22,Approved
LEV000577,EMP000301,Paternity Leave,2024-05-31,2024-06-21,21,Rejected
LEV000578,EMP000301,Paternity Leave,2019-05-04,2019-05-19,15,Approved
LEV000579,EMP000301,Sick Leave,2021-05-03,2021-05-15,12,Approved
LEV000580,EMP000302,Paternity Leave,2025-08-11,2025-08-23,12,Rejected
LEV000581,EMP000303,,2021-03-11,2021-04-06,26,Approved
LEV000582,EMP000303,Maternity Leave,2024-03-22,2024-04-19,28,Approved
LEV000583,EMP000303,Paternity Leave,2020-04-30,2020-05-11,11,Approved
LEV000584,EMP000303,Paternity Leave,2022-07-05,2022-07-24,19,Approved
LEV000585,EMP000306,Sick Leave,2025-12-28,2026-01-21,24,Approved
LEV000586,EMP000306,Sick Leave,2019-06-12,2019-06-20,8,Rejected
LEV000587,EMP000306,Sick Leave,2024-04-30,2024-05-30,30,Approved
LEV000588,EMP000306,Maternity Leave,2021-08-24,2021-09-22,29,Approved
LEV000589,EMP000307,Compassionate Leave,2024-01-14,2024-01-27,13,Approved
LEV000590,EMP000308,Paternity Leave,2020-03-19,2020-03-26,7,Approved
LEV000591,EMP000308,Maternity Leave,2025-01-03,2025-01-14,11,Approved
LEV000592,EMP000308,Annual Leave,2025-03-16,2025-04-09,24,Approved
LEV000593,EMP000308,Paternity Leave,2020-10-21,2020-10-15,6,Approved
LEV000594,EMP000309,Maternity Leave,2020-07-19,2020-07-23,4,Pending
LEV000595,EMP000309,Paternity Leave,2019-08-05,2019-09-03,29,Approved
LEV000596,EMP000309,Annual Leave,2019-10-18,2019-11-13,26,Pending
LEV000597,EMP000310,Sick Leave,2024-03-25,2024-04-15,21,Rejected
LEV000598,EMP000310,Sick Leave,2023-02-17,2023-03-06,17,Pending
LEV000599,EMP000311,Paternity Leave,2023-09-26,2023-09-28,2,Approved
LEV000600,EMP000311,Sick Leave,2024-03-10,2024-03-24,14,Rejected
LEV000601,EMP000311,Annual Leave,2024-10-07,2024-10-21,14,Approved
LEV000602,EMP000311,Study Leave,2023-04-27,2023-05-12,15,Rejected
LEV000603,EMP000314,Study Leave,2022-09-06,2022-10-05,29,Approved
LEV000604,EMP000314,Sick Leave,2020-12-24,2021-01-21,28,Rejected
LEV000605,EMP000314,Paternity Leave,2023-04-06,2023-04-30,24,Approved
LEV000606,EMP000316,Maternity Leave,2020-05-18,2020-06-04,17,Approved
LEV000607,EMP000316,Sick Leave,2024-07-12,2024-07-29,17,Approved
LEV000608,EMP000316,Sick Leave,2019-02-04,2019-02-16,12,Approved
LEV000609,EMP000316,Paternity Leave,2023-04-02,2023-04-29,27,Approved
LEV000610,EMP000317,Annual Leave,2019-08-21,2019-09-12,22,Pending
LEV000611,EMP000317,Compassionate Leave,2023-05-24,2023-06-10,17,Approved
LEV000612,EMP000317,Compassionate Leave,2020-06-19,2020-06-25,6,Approved
LEV000613,EMP000317,Sick Leave,2022-11-25,2022-12-16,21,Rejected
LEV000614,EMP000319,Paternity Leave,2019-09-06,2019-10-06,30,Rejected
LEV000615,EMP000319,Annual Leave,2025-06-22,2025-07-01,9,Approved
LEV000616,EMP000319,Compassionate Leave,2022-02-03,2022-02-10,7,Approved
LEV000617,EMP000319,Paternity Leave,2020-08-17,2020-08-31,14,Rejected
LEV000618,EMP000320,Maternity Leave,2019-06-30,2019-07-10,10,Approved
LEV000619,EMP000321,Annual Leave,2019-03-14,2019-03-17,3,Rejected
LEV000620,EMP000321,Study Leave,2025-09-15,2025-09-23,8,Approved
LEV000621,EMP000321,Study Leave,2024-07-04,2024-07-13,9,Rejected
LEV000622,EMP000322,Maternity Leave,2020-04-22,2020-04-29,7,Pending
LEV000623,EMP000322,Annual Leave,2021-01-02,2021-01-16,14,Approved
LEV000624,EMP000323,Paternity Leave,2025-12-20,2026-01-13,24,Approved
LEV000625,EMP000324,Study Leave,2021-09-06,2021-09-27,21,Approved
LEV000626,EMP000324,Annual Leave,2022-02-11,2022-02-27,16,Rejected
LEV000627,EMP000324,Compassionate Leave,2021-10-02,2021-10-22,20,Approved
LEV000628,EMP000326,Leave,2022-05-29,2022-06-27,29,Approved
LEV000629,EMP000326,Sick Leave,2024-09-10,2024-09-25,15,Approved
LEV000630,EMP000326,Maternity Leave,2020-09-17,2020-10-05,18,Approved
LEV000631,EMP000326,Maternity Leave,2021-06-14,2021-07-01,17,Pending
LEV000632,EMP000327,,2020-06-21,2020-07-09,18,Rejected
LEV000633,EMP000327,,2022-12-28,2023-01-13,16,Approved
LEV000634,EMP000327,Sick Leave,2020-07-10,2020-07-28,18,Approved
LEV000635,EMP000329,Maternity Leave,2023-10-31,2023-11-18,18,Approved
LEV000636,EMP000329,Compassionate Leave,2020-02-28,2020-03-25,26,Pending
LEV000637,EMP000331,Paternity Leave,2019-08-21,2019-09-19,29,Approved
LEV000638,EMP000331,Compassionate Leave,2023-04-22,2023-04-23,1,Pending
LEV000639,EMP000331,Paternity Leave,2023-12-18,2024-01-06,19,Approved
LEV000640,EMP000333,annual leave,2023-09-20,2023-10-08,18,Rejected
LEV000641,EMP000333,Sick Leave,2020-09-15,2020-09-26,11,Approved
LEV000642,EMP000334,Maternity Leave,2023-04-04,2023-04-19,15,Approved
LEV000643,EMP000334,Maternity Leave,2020-11-22,2020-11-29,7,Approved
LEV000644,EMP000334,Maternity Leave,2019-12-11,2019-12-27,16,Approved
LEV000645,EMP000334,Sick Leave,2023-08-12,2023-08-21,9,Approved
LEV000646,EMP000335,Study Leave,2024-12-13,2024-12-23,10,Pending
LEV000647,EMP000337,Sick Leave,2023-01-25,2023-01-28,3,Approved
LEV000648,EMP000337,Annual Leave,2024-03-07,2024-03-08,1,Pending
LEV000649,EMP000337,Maternity Leave,2023-07-01,2023-07-14,13,Approved
LEV000650,EMP000337,Compassionate Leave,2020-03-14,2020-04-13,30,Pending
LEV000651,EMP000338,Maternity Leave,2022-11-15,2022-11-18,3,Rejected
LEV000652,EMP000338,Paternity Leave,2019-06-06,2019-06-08,2,Pending
LEV000653,EMP000339,Study Leave,2021-07-11,2021-08-06,26,Approved
LEV000654,EMP000339,Maternity Leave,2025-09-15,2025-09-20,5,Pending
